EV_ratio,game1_outcome_num,delay_num,HP_position,subject_ID,choose_HP
-0.7272727272727273,-0.5,0.5,right,101,0
-0.25,-0.5,0.5,right,101,1
0.43478260869565216,-0.5,0.5,right,101,0
0.9090909090909091,-0.5,0.5,right,101,1
0.5454545454545454,-0.5,0.5,right,101,1
-0.10526315789473684,0.5,-0.5,right,101,1
-0.9090909090909091,0.5,-0.5,right,101,0
0.6666666666666666,0.5,-0.5,right,101,1
-0.5,0.5,-0.5,right,101,0
0.18181818181818182,0.5,-0.5,right,101,1
-0.7272727272727273,0.5,-0.5,right,101,1
-0.25,0.5,-0.5,right,101,1
0.43478260869565216,0.5,-0.5,right,101,1
0.9090909090909091,0.5,-0.5,right,101,1
0.5454545454545454,0.5,-0.5,right,101,1
-0.10526315789473684,-0.5,-0.5,right,101,1
-0.9090909090909091,-0.5,-0.5,right,101,0
0.6666666666666666,-0.5,-0.5,right,101,1
-0.5,-0.5,-0.5,right,101,0
0.18181818181818182,-0.5,-0.5,right,101,1
-0.7272727272727273,-0.5,-0.5,right,101,0
-0.25,-0.5,-0.5,right,101,0
0.43478260869565216,-0.5,-0.5,right,101,1
0.9090909090909091,-0.5,-0.5,right,101,1
0.5454545454545454,-0.5,-0.5,right,101,1
-0.10526315789473684,0.5,0.5,left,102,1
-0.9090909090909091,0.5,0.5,left,102,1
0.6666666666666666,0.5,0.5,left,102,1
-0.5,0.5,0.5,left,102,0
0.18181818181818182,0.5,0.5,left,102,1
-0.7272727272727273,0.5,0.5,left,102,0
-0.25,0.5,0.5,left,102,0
0.43478260869565216,0.5,0.5,left,102,1
0.9090909090909091,0.5,0.5,left,102,1
0.5454545454545454,0.5,0.5,left,102,1
-0.10526315789473684,-0.5,0.5,left,102,1
-0.9090909090909091,-0.5,0.5,left,102,1
0.6666666666666666,-0.5,0.5,left,102,1
-0.5,-0.5,0.5,left,102,1
0.18181818181818182,-0.5,0.5,left,102,1
-0.7272727272727273,-0.5,0.5,left,102,0
-0.25,-0.5,0.5,left,102,1
0.43478260869565216,-0.5,0.5,left,102,1
0.9090909090909091,-0.5,0.5,left,102,1
0.5454545454545454,-0.5,0.5,left,102,1
-0.10526315789473684,0.5,-0.5,left,102,1
-0.9090909090909091,0.5,-0.5,left,102,0
0.6666666666666666,0.5,-0.5,left,102,0
-0.5,0.5,-0.5,left,102,0
0.18181818181818182,0.5,-0.5,left,102,1
-0.7272727272727273,0.5,-0.5,left,102,1
-0.25,0.5,-0.5,left,102,1
0.43478260869565216,0.5,-0.5,left,102,1
0.9090909090909091,0.5,-0.5,left,102,1
0.5454545454545454,0.5,-0.5,left,102,1
-0.10526315789473684,-0.5,-0.5,left,102,1
-0.9090909090909091,-0.5,-0.5,left,102,1
0.6666666666666666,-0.5,-0.5,left,102,1
-0.5,-0.5,-0.5,left,102,0
0.18181818181818182,-0.5,-0.5,left,102,1
-0.7272727272727273,-0.5,-0.5,left,102,0
-0.25,-0.5,-0.5,left,102,0
0.43478260869565216,-0.5,-0.5,left,102,1
0.9090909090909091,-0.5,-0.5,left,102,1
0.5454545454545454,-0.5,-0.5,left,102,1
-0.10526315789473684,0.5,0.5,right,102,0
-0.9090909090909091,0.5,0.5,right,102,0
0.6666666666666666,0.5,0.5,right,102,0
-0.5,0.5,0.5,right,102,1
0.18181818181818182,0.5,0.5,right,102,1
-0.7272727272727273,0.5,0.5,right,102,1
-0.25,0.5,0.5,right,102,0
0.43478260869565216,0.5,0.5,right,102,1
0.9090909090909091,0.5,0.5,right,102,0
0.5454545454545454,0.5,0.5,right,102,1
-0.10526315789473684,-0.5,0.5,right,102,1
-0.9090909090909091,-0.5,0.5,right,102,0
0.6666666666666666,-0.5,0.5,right,102,1
-0.5,-0.5,0.5,right,102,0
0.18181818181818182,-0.5,0.5,right,102,1
-0.7272727272727273,-0.5,0.5,right,102,1
-0.25,-0.5,0.5,right,102,1
0.43478260869565216,-0.5,0.5,right,102,1
0.9090909090909091,-0.5,0.5,right,102,1
0.5454545454545454,-0.5,0.5,right,102,1
-0.10526315789473684,0.5,-0.5,right,102,0
-0.9090909090909091,0.5,-0.5,right,102,0
0.6666666666666666,0.5,-0.5,right,102,1
-0.5,0.5,-0.5,right,102,0
0.18181818181818182,0.5,-0.5,right,102,1
-0.7272727272727273,0.5,-0.5,right,102,0
-0.25,0.5,-0.5,right,102,1
0.43478260869565216,0.5,-0.5,right,102,1
0.9090909090909091,0.5,-0.5,right,102,1
0.5454545454545454,0.5,-0.5,right,102,0
-0.10526315789473684,-0.5,-0.5,right,102,0
-0.9090909090909091,-0.5,-0.5,right,102,0
0.6666666666666666,-0.5,-0.5,right,102,1
-0.5,-0.5,-0.5,right,102,1
0.18181818181818182,-0.5,-0.5,right,102,1
-0.7272727272727273,-0.5,-0.5,right,102,0
-0.25,-0.5,-0.5,right,102,1
0.43478260869565216,-0.5,-0.5,right,102,0
0.9090909090909091,-0.5,-0.5,right,102,1
0.5454545454545454,-0.5,-0.5,right,102,1
-0.10526315789473684,0.5,0.5,left,103,0
-0.9090909090909091,0.5,0.5,left,103,0
0.6666666666666666,0.5,0.5,left,103,1
-0.5,0.5,0.5,left,103,1
0.18181818181818182,0.5,0.5,left,103,1
-0.7272727272727273,0.5,0.5,left,103,0
-0.25,0.5,0.5,left,103,1
0.43478260869565216,0.5,0.5,left,103,1
0.9090909090909091,0.5,0.5,left,103,1
0.5454545454545454,0.5,0.5,left,103,1
-0.10526315789473684,-0.5,0.5,left,103,0
-0.9090909090909091,-0.5,0.5,left,103,0
0.6666666666666666,-0.5,0.5,left,103,1
-0.5,-0.5,0.5,left,103,1
0.18181818181818182,-0.5,0.5,left,103,0
-0.7272727272727273,-0.5,0.5,left,103,1
-0.25,-0.5,0.5,left,103,1
0.43478260869565216,-0.5,0.5,left,103,1
0.9090909090909091,-0.5,0.5,left,103,1
0.5454545454545454,-0.5,0.5,left,103,1
-0.10526315789473684,0.5,-0.5,left,103,1
-0.9090909090909091,0.5,-0.5,left,103,1
0.6666666666666666,0.5,-0.5,left,103,1
-0.5,0.5,-0.5,left,103,1
0.18181818181818182,0.5,-0.5,left,103,1
-0.7272727272727273,0.5,-0.5,left,103,0
-0.25,0.5,-0.5,left,103,1
0.43478260869565216,0.5,-0.5,left,103,1
0.9090909090909091,0.5,-0.5,left,103,1
0.5454545454545454,0.5,-0.5,left,103,1
-0.10526315789473684,-0.5,-0.5,left,103,1
-0.9090909090909091,-0.5,-0.5,left,103,1
0.6666666666666666,-0.5,-0.5,left,103,1
-0.5,-0.5,-0.5,left,103,1
0.18181818181818182,-0.5,-0.5,left,103,1
-0.7272727272727273,-0.5,-0.5,left,103,1
-0.25,-0.5,-0.5,left,103,1
0.43478260869565216,-0.5,-0.5,left,103,1
0.9090909090909091,-0.5,-0.5,left,103,1
0.5454545454545454,-0.5,-0.5,left,103,1
-0.10526315789473684,0.5,0.5,right,103,1
-0.9090909090909091,0.5,0.5,right,103,1
0.6666666666666666,0.5,0.5,right,103,1
-0.5,0.5,0.5,right,103,0
0.18181818181818182,0.5,0.5,right,103,0
-0.7272727272727273,0.5,0.5,right,103,0
-0.25,0.5,0.5,right,103,0
0.43478260869565216,0.5,0.5,right,103,1
0.9090909090909091,0.5,0.5,right,103,0
0.5454545454545454,0.5,0.5,right,103,1
-0.10526315789473684,-0.5,0.5,right,103,0
-0.9090909090909091,-0.5,0.5,right,103,0
0.6666666666666666,-0.5,0.5,right,103,0
-0.5,-0.5,0.5,right,103,0
0.18181818181818182,-0.5,0.5,right,103,1
-0.7272727272727273,-0.5,0.5,right,103,0
-0.25,-0.5,0.5,right,103,1
0.43478260869565216,-0.5,0.5,right,103,1
0.9090909090909091,-0.5,0.5,right,103,1
0.5454545454545454,-0.5,0.5,right,103,1
-0.10526315789473684,0.5,-0.5,right,103,1
-0.9090909090909091,0.5,-0.5,right,103,0
0.6666666666666666,0.5,-0.5,right,103,1
-0.5,0.5,-0.5,right,103,0
0.18181818181818182,0.5,-0.5,right,103,1
-0.7272727272727273,0.5,-0.5,right,103,1
-0.25,0.5,-0.5,right,103,0
0.43478260869565216,0.5,-0.5,right,103,1
0.9090909090909091,0.5,-0.5,right,103,1
0.5454545454545454,0.5,-0.5,right,103,1
-0.10526315789473684,-0.5,-0.5,right,103,0
-0.9090909090909091,-0.5,-0.5,right,103,0
0.6666666666666666,-0.5,-0.5,right,103,1
-0.5,-0.5,-0.5,right,103,0
0.18181818181818182,-0.5,-0.5,right,103,1
-0.7272727272727273,-0.5,-0.5,right,103,0
-0.25,-0.5,-0.5,right,103,1
0.43478260869565216,-0.5,-0.5,right,103,1
0.9090909090909091,-0.5,-0.5,right,103,1
0.5454545454545454,-0.5,-0.5,right,103,1
-0.10526315789473684,0.5,0.5,left,104,1
-0.9090909090909091,0.5,0.5,left,104,0
0.6666666666666666,0.5,0.5,left,104,1
-0.5,0.5,0.5,left,104,0
0.18181818181818182,0.5,0.5,left,104,0
-0.7272727272727273,0.5,0.5,left,104,0
-0.25,0.5,0.5,left,104,0
0.43478260869565216,0.5,0.5,left,104,0
0.9090909090909091,0.5,0.5,left,104,1
0.5454545454545454,0.5,0.5,left,104,0
-0.10526315789473684,-0.5,0.5,left,104,0
-0.9090909090909091,-0.5,0.5,left,104,0
0.6666666666666666,-0.5,0.5,left,104,0
-0.5,-0.5,0.5,left,104,0
0.18181818181818182,-0.5,0.5,left,104,0
-0.7272727272727273,-0.5,0.5,left,104,0
-0.25,-0.5,0.5,left,104,1
0.43478260869565216,-0.5,0.5,left,104,0
0.9090909090909091,-0.5,0.5,left,104,1
0.5454545454545454,-0.5,0.5,left,104,0
-0.10526315789473684,0.5,-0.5,left,104,0
-0.9090909090909091,0.5,-0.5,left,104,0
0.6666666666666666,0.5,-0.5,left,104,1
-0.5,0.5,-0.5,left,104,0
0.18181818181818182,0.5,-0.5,left,104,1
-0.7272727272727273,0.5,-0.5,left,104,0
-0.25,0.5,-0.5,left,104,0
0.43478260869565216,0.5,-0.5,left,104,1
0.9090909090909091,0.5,-0.5,left,104,1
0.5454545454545454,0.5,-0.5,left,104,1
-0.10526315789473684,-0.5,-0.5,left,104,1
-0.9090909090909091,-0.5,-0.5,left,104,0
0.6666666666666666,-0.5,-0.5,left,104,0
-0.5,-0.5,-0.5,left,104,0
0.18181818181818182,-0.5,-0.5,left,104,0
-0.7272727272727273,-0.5,-0.5,left,104,0
-0.25,-0.5,-0.5,left,104,0
0.43478260869565216,-0.5,-0.5,left,104,1
0.9090909090909091,-0.5,-0.5,left,104,1
0.5454545454545454,-0.5,-0.5,left,104,1
-0.10526315789473684,0.5,0.5,right,104,0
-0.9090909090909091,0.5,0.5,right,104,0
0.6666666666666666,0.5,0.5,right,104,1
-0.5,0.5,0.5,right,104,0
0.18181818181818182,0.5,0.5,right,104,0
-0.7272727272727273,0.5,0.5,right,104,0
-0.25,0.5,0.5,right,104,0
0.43478260869565216,0.5,0.5,right,104,1
0.9090909090909091,0.5,0.5,right,104,1
0.5454545454545454,0.5,0.5,right,104,1
-0.10526315789473684,-0.5,0.5,right,104,0
-0.9090909090909091,-0.5,0.5,right,104,0
0.6666666666666666,-0.5,0.5,right,104,0
-0.5,-0.5,0.5,right,104,0
0.18181818181818182,-0.5,0.5,right,104,0
-0.7272727272727273,-0.5,0.5,right,104,0
-0.25,-0.5,0.5,right,104,0
0.43478260869565216,-0.5,0.5,right,104,0
0.9090909090909091,-0.5,0.5,right,104,1
0.5454545454545454,-0.5,0.5,right,104,0
-0.10526315789473684,0.5,-0.5,right,104,0
-0.9090909090909091,0.5,-0.5,right,104,1
0.6666666666666666,0.5,-0.5,right,104,0
-0.5,0.5,-0.5,right,104,0
0.18181818181818182,0.5,-0.5,right,104,0
-0.7272727272727273,0.5,-0.5,right,104,1
-0.25,0.5,-0.5,right,104,0
0.43478260869565216,0.5,-0.5,right,104,0
0.9090909090909091,0.5,-0.5,right,104,1
0.5454545454545454,0.5,-0.5,right,104,0
-0.10526315789473684,-0.5,-0.5,right,104,1
-0.9090909090909091,-0.5,-0.5,right,104,0
0.6666666666666666,-0.5,-0.5,right,104,0
-0.5,-0.5,-0.5,right,104,0
0.18181818181818182,-0.5,-0.5,right,104,0
-0.7272727272727273,-0.5,-0.5,right,104,0
-0.25,-0.5,-0.5,right,104,0
0.43478260869565216,-0.5,-0.5,right,104,0
0.9090909090909091,-0.5,-0.5,right,104,1
0.5454545454545454,-0.5,-0.5,right,104,1
-0.10526315789473684,0.5,0.5,left,105,0
-0.9090909090909091,0.5,0.5,left,105,0
0.6666666666666666,0.5,0.5,left,105,1
-0.5,0.5,0.5,left,105,0
0.18181818181818182,0.5,0.5,left,105,0
-0.7272727272727273,0.5,0.5,left,105,0
-0.25,0.5,0.5,left,105,0
0.43478260869565216,0.5,0.5,left,105,1
0.9090909090909091,0.5,0.5,left,105,1
0.5454545454545454,0.5,0.5,left,105,0
-0.10526315789473684,-0.5,0.5,left,105,1
-0.9090909090909091,-0.5,0.5,left,105,0
0.6666666666666666,-0.5,0.5,left,105,1
-0.5,-0.5,0.5,left,105,1
0.18181818181818182,-0.5,0.5,left,105,1
-0.7272727272727273,-0.5,0.5,left,105,0
-0.25,-0.5,0.5,left,105,1
0.43478260869565216,-0.5,0.5,left,105,0
0.9090909090909091,-0.5,0.5,left,105,1
0.5454545454545454,-0.5,0.5,left,105,1
-0.10526315789473684,0.5,-0.5,left,105,0
-0.9090909090909091,0.5,-0.5,left,105,0
0.6666666666666666,0.5,-0.5,left,105,1
-0.5,0.5,-0.5,left,105,1
0.18181818181818182,0.5,-0.5,left,105,1
-0.7272727272727273,0.5,-0.5,left,105,0
-0.25,0.5,-0.5,left,105,1
0.43478260869565216,0.5,-0.5,left,105,1
0.9090909090909091,0.5,-0.5,left,105,1
0.5454545454545454,0.5,-0.5,left,105,1
-0.10526315789473684,-0.5,-0.5,left,105,1
-0.9090909090909091,-0.5,-0.5,left,105,1
0.6666666666666666,-0.5,-0.5,left,105,0
-0.5,-0.5,-0.5,left,105,0
0.18181818181818182,-0.5,-0.5,left,105,0
-0.7272727272727273,-0.5,-0.5,left,105,1
-0.25,-0.5,-0.5,left,105,0
0.43478260869565216,-0.5,-0.5,left,105,1
0.9090909090909091,-0.5,-0.5,left,105,0
0.5454545454545454,-0.5,-0.5,left,105,1
-0.10526315789473684,0.5,0.5,right,105,0
-0.9090909090909091,0.5,0.5,right,105,1
0.6666666666666666,0.5,0.5,right,105,0
-0.5,0.5,0.5,right,105,0
0.18181818181818182,0.5,0.5,right,105,1
-0.7272727272727273,0.5,0.5,right,105,0
-0.25,0.5,0.5,right,105,1
0.43478260869565216,0.5,0.5,right,105,1
0.9090909090909091,0.5,0.5,right,105,1
0.5454545454545454,0.5,0.5,right,105,1
-0.10526315789473684,-0.5,0.5,right,105,1
-0.9090909090909091,-0.5,0.5,right,105,1
0.6666666666666666,-0.5,0.5,right,105,0
-0.5,-0.5,0.5,right,105,0
0.18181818181818182,-0.5,0.5,right,105,1
-0.7272727272727273,-0.5,0.5,right,105,0
-0.25,-0.5,0.5,right,105,1
0.43478260869565216,-0.5,0.5,right,105,1
0.9090909090909091,-0.5,0.5,right,105,1
0.5454545454545454,-0.5,0.5,right,105,1
-0.10526315789473684,0.5,-0.5,right,105,1
-0.9090909090909091,0.5,-0.5,right,105,0
0.6666666666666666,0.5,-0.5,right,105,1
-0.5,0.5,-0.5,right,105,0
0.18181818181818182,0.5,-0.5,right,105,1
-0.7272727272727273,0.5,-0.5,right,105,1
-0.25,0.5,-0.5,right,105,1
0.43478260869565216,0.5,-0.5,right,105,1
0.9090909090909091,0.5,-0.5,right,105,1
0.5454545454545454,0.5,-0.5,right,105,1
-0.10526315789473684,-0.5,-0.5,right,105,1
-0.9090909090909091,-0.5,-0.5,right,105,0
0.6666666666666666,-0.5,-0.5,right,105,1
-0.5,-0.5,-0.5,right,105,0
0.18181818181818182,-0.5,-0.5,right,105,1
-0.7272727272727273,-0.5,-0.5,right,105,0
-0.25,-0.5,-0.5,right,105,0
0.43478260869565216,-0.5,-0.5,right,105,1
0.9090909090909091,-0.5,-0.5,right,105,1
0.5454545454545454,-0.5,-0.5,right,105,1
-0.10526315789473684,0.5,0.5,left,106,0
-0.9090909090909091,0.5,0.5,left,106,1
0.6666666666666666,0.5,0.5,left,106,0
-0.5,0.5,0.5,left,106,1
0.18181818181818182,0.5,0.5,left,106,1
-0.7272727272727273,0.5,0.5,left,106,0
-0.25,0.5,0.5,left,106,0
0.43478260869565216,0.5,0.5,left,106,1
0.9090909090909091,0.5,0.5,left,106,1
0.5454545454545454,0.5,0.5,left,106,1
-0.10526315789473684,-0.5,0.5,left,106,1
-0.9090909090909091,-0.5,0.5,left,106,1
0.6666666666666666,-0.5,0.5,left,106,1
-0.5,-0.5,0.5,left,106,1
0.18181818181818182,-0.5,0.5,left,106,1
-0.7272727272727273,-0.5,0.5,left,106,1
-0.25,-0.5,0.5,left,106,1
0.43478260869565216,-0.5,0.5,left,106,1
0.9090909090909091,-0.5,0.5,left,106,1
0.5454545454545454,-0.5,0.5,left,106,1
-0.10526315789473684,0.5,-0.5,left,106,1
-0.9090909090909091,0.5,-0.5,left,106,1
0.6666666666666666,0.5,-0.5,left,106,1
-0.5,0.5,-0.5,left,106,1
0.18181818181818182,0.5,-0.5,left,106,1
-0.7272727272727273,0.5,-0.5,left,106,0
-0.25,0.5,-0.5,left,106,1
0.43478260869565216,0.5,-0.5,left,106,1
0.9090909090909091,0.5,-0.5,left,106,1
0.5454545454545454,0.5,-0.5,left,106,1
-0.10526315789473684,-0.5,-0.5,left,106,0
-0.9090909090909091,-0.5,-0.5,left,106,1
0.6666666666666666,-0.5,-0.5,left,106,1
-0.5,-0.5,-0.5,left,106,1
0.18181818181818182,-0.5,-0.5,left,106,0
-0.7272727272727273,-0.5,-0.5,left,106,1
-0.25,-0.5,-0.5,left,106,1
0.43478260869565216,-0.5,-0.5,left,106,0
0.9090909090909091,-0.5,-0.5,left,106,0
0.5454545454545454,-0.5,-0.5,left,106,1
-0.10526315789473684,0.5,0.5,right,106,1
-0.9090909090909091,0.5,0.5,right,106,0
0.6666666666666666,0.5,0.5,right,106,1
-0.5,0.5,0.5,right,106,1
0.18181818181818182,0.5,0.5,right,106,1
-0.7272727272727273,0.5,0.5,right,106,1
-0.25,0.5,0.5,right,106,1
0.43478260869565216,0.5,0.5,right,106,1
0.9090909090909091,0.5,0.5,right,106,1
0.5454545454545454,0.5,0.5,right,106,1
-0.10526315789473684,-0.5,0.5,right,106,1
-0.9090909090909091,-0.5,0.5,right,106,1
0.6666666666666666,-0.5,0.5,right,106,1
-0.5,-0.5,0.5,right,106,0
0.18181818181818182,-0.5,0.5,right,106,1
-0.7272727272727273,-0.5,0.5,right,106,0
-0.25,-0.5,0.5,right,106,0
0.43478260869565216,-0.5,0.5,right,106,1
0.9090909090909091,-0.5,0.5,right,106,1
0.5454545454545454,-0.5,0.5,right,106,0
-0.10526315789473684,0.5,-0.5,right,106,1
-0.9090909090909091,0.5,-0.5,right,106,1
0.6666666666666666,0.5,-0.5,right,106,1
-0.5,0.5,-0.5,right,106,0
0.18181818181818182,0.5,-0.5,right,106,1
-0.7272727272727273,0.5,-0.5,right,106,1
-0.25,0.5,-0.5,right,106,1
0.43478260869565216,0.5,-0.5,right,106,0
0.9090909090909091,0.5,-0.5,right,106,1
0.5454545454545454,0.5,-0.5,right,106,1
-0.10526315789473684,-0.5,-0.5,right,106,1
-0.9090909090909091,-0.5,-0.5,right,106,1
0.6666666666666666,-0.5,-0.5,right,106,1
-0.5,-0.5,-0.5,right,106,1
0.18181818181818182,-0.5,-0.5,right,106,1
-0.7272727272727273,-0.5,-0.5,right,106,1
-0.25,-0.5,-0.5,right,106,0
0.43478260869565216,-0.5,-0.5,right,106,1
0.9090909090909091,-0.5,-0.5,right,106,1
0.5454545454545454,-0.5,-0.5,right,106,1
-0.10526315789473684,0.5,0.5,left,107,0
-0.9090909090909091,0.5,0.5,left,107,0
0.6666666666666666,0.5,0.5,left,107,1
-0.5,0.5,0.5,left,107,0
0.18181818181818182,0.5,0.5,left,107,1
-0.7272727272727273,0.5,0.5,left,107,0
-0.25,0.5,0.5,left,107,0
0.43478260869565216,0.5,0.5,left,107,1
0.9090909090909091,0.5,0.5,left,107,1
0.5454545454545454,0.5,0.5,left,107,1
-0.10526315789473684,-0.5,0.5,left,107,0
-0.9090909090909091,-0.5,0.5,left,107,0
0.6666666666666666,-0.5,0.5,left,107,1
-0.5,-0.5,0.5,left,107,0
0.18181818181818182,-0.5,0.5,left,107,1
-0.7272727272727273,-0.5,0.5,left,107,0
-0.25,-0.5,0.5,left,107,0
0.43478260869565216,-0.5,0.5,left,107,1
0.9090909090909091,-0.5,0.5,left,107,1
0.5454545454545454,-0.5,0.5,left,107,1
-0.10526315789473684,0.5,-0.5,left,107,0
-0.9090909090909091,0.5,-0.5,left,107,0
0.6666666666666666,0.5,-0.5,left,107,1
-0.5,0.5,-0.5,left,107,0
0.18181818181818182,0.5,-0.5,left,107,1
-0.7272727272727273,0.5,-0.5,left,107,0
-0.25,0.5,-0.5,left,107,0
0.43478260869565216,0.5,-0.5,left,107,1
0.9090909090909091,0.5,-0.5,left,107,1
0.5454545454545454,0.5,-0.5,left,107,1
-0.10526315789473684,-0.5,-0.5,left,107,0
-0.9090909090909091,-0.5,-0.5,left,107,0
0.6666666666666666,-0.5,-0.5,left,107,1
-0.5,-0.5,-0.5,left,107,0
0.18181818181818182,-0.5,-0.5,left,107,1
-0.7272727272727273,-0.5,-0.5,left,107,0
-0.25,-0.5,-0.5,left,107,0
0.43478260869565216,-0.5,-0.5,left,107,1
0.9090909090909091,-0.5,-0.5,left,107,1
0.5454545454545454,-0.5,-0.5,left,107,1
-0.10526315789473684,0.5,0.5,right,107,0
-0.9090909090909091,0.5,0.5,right,107,0
0.6666666666666666,0.5,0.5,right,107,1
-0.5,0.5,0.5,right,107,0
0.18181818181818182,0.5,0.5,right,107,1
-0.7272727272727273,0.5,0.5,right,107,0
-0.25,0.5,0.5,right,107,0
0.43478260869565216,0.5,0.5,right,107,1
0.9090909090909091,0.5,0.5,right,107,1
0.5454545454545454,0.5,0.5,right,107,1
-0.10526315789473684,-0.5,0.5,right,107,1
-0.9090909090909091,-0.5,0.5,right,107,0
0.6666666666666666,-0.5,0.5,right,107,1
-0.5,-0.5,0.5,right,107,0
0.18181818181818182,-0.5,0.5,right,107,1
-0.7272727272727273,-0.5,0.5,right,107,0
-0.25,-0.5,0.5,right,107,0
0.43478260869565216,-0.5,0.5,right,107,1
0.9090909090909091,-0.5,0.5,right,107,1
0.5454545454545454,-0.5,0.5,right,107,1
-0.10526315789473684,0.5,-0.5,right,107,0
-0.9090909090909091,0.5,-0.5,right,107,0
0.6666666666666666,0.5,-0.5,right,107,1
-0.5,0.5,-0.5,right,107,0
0.18181818181818182,0.5,-0.5,right,107,1
-0.7272727272727273,0.5,-0.5,right,107,0
-0.25,0.5,-0.5,right,107,0
0.43478260869565216,0.5,-0.5,right,107,1
0.9090909090909091,0.5,-0.5,right,107,1
0.5454545454545454,0.5,-0.5,right,107,1
-0.10526315789473684,-0.5,-0.5,right,107,0
-0.9090909090909091,-0.5,-0.5,right,107,0
0.6666666666666666,-0.5,-0.5,right,107,1
-0.5,-0.5,-0.5,right,107,0
0.18181818181818182,-0.5,-0.5,right,107,1
-0.7272727272727273,-0.5,-0.5,right,107,0
-0.25,-0.5,-0.5,right,107,0
0.43478260869565216,-0.5,-0.5,right,107,1
0.9090909090909091,-0.5,-0.5,right,107,1
0.5454545454545454,-0.5,-0.5,right,107,1
-0.10526315789473684,0.5,0.5,left,108,1
-0.9090909090909091,0.5,0.5,left,108,0
0.6666666666666666,0.5,0.5,left,108,1
-0.5,0.5,0.5,left,108,1
0.18181818181818182,0.5,0.5,left,108,1
-0.7272727272727273,0.5,0.5,left,108,1
-0.25,0.5,0.5,left,108,1
0.43478260869565216,0.5,0.5,left,108,1
0.9090909090909091,0.5,0.5,left,108,1
0.5454545454545454,0.5,0.5,left,108,1
-0.10526315789473684,-0.5,0.5,left,108,1
-0.9090909090909091,-0.5,0.5,left,108,1
0.6666666666666666,-0.5,0.5,left,108,1
-0.5,-0.5,0.5,left,108,1
0.18181818181818182,-0.5,0.5,left,108,1
-0.7272727272727273,-0.5,0.5,left,108,0
-0.25,-0.5,0.5,left,108,1
0.43478260869565216,-0.5,0.5,left,108,1
0.9090909090909091,-0.5,0.5,left,108,1
0.5454545454545454,-0.5,0.5,left,108,1
-0.10526315789473684,0.5,-0.5,left,108,1
-0.9090909090909091,0.5,-0.5,left,108,1
0.6666666666666666,0.5,-0.5,left,108,0
-0.5,0.5,-0.5,left,108,1
0.18181818181818182,0.5,-0.5,left,108,1
-0.7272727272727273,0.5,-0.5,left,108,1
-0.25,0.5,-0.5,left,108,1
0.43478260869565216,0.5,-0.5,left,108,1
0.9090909090909091,0.5,-0.5,left,108,1
0.5454545454545454,0.5,-0.5,left,108,1
-0.10526315789473684,-0.5,-0.5,left,108,1
-0.9090909090909091,-0.5,-0.5,left,108,1
